variance,skewness,curtosis,entropy,class
3.8644,3.7061,0.70403,0.35214,0.0
-2.234,-7.0314,7.4936,0.61334,1.0
-1.8584,7.886,-1.6643,-1.8384,0.0
3.946,6.8514,-1.5443,-0.5582,0.0
1.7819,6.9176,-1.2744,-1.5759,0.0
1.1518,1.3864,5.2727,-0.43536,0.0
2.5581,2.6218,1.8513,0.40257,0.0
-2.6479,10.1374,-1.331,-5.4707,0.0
-1.5078,-7.3191,7.8981,1.2289,1.0
3.8027,0.81529,2.1041,1.0245,0.0
-2.9098,-10.0712,8.4156,-1.9948,1.0
-2.4198,-0.24418,0.70146,0.41809,1.0
0.55939,-0.3104,0.18307,0.44653,1.0
3.1541,-5.1711,6.5991,0.57455,0.0
0.5706,-0.0248,1.2421,-0.5621,0.0
-2.6649,-12.813,12.6689,-1.9082,1.0
-1.2667,2.8183,-2.426,-1.8862,1.0
-1.7101,-8.7903,7.9735,-0.45475,1.0
-2.9821,4.1986,-0.5898,-3.9642,1.0
3.9899,-2.7066,2.3946,0.86291,0.0
2.6799,3.1349,0.34073,0.58489,0.0
-5.0301,7.5032,-0.13396,-7.5034,1.0
2.2893,3.733,0.6312,-0.39786,0.0
-0.0068919,9.2931,-0.41243,-1.9638,0.0
-3.8858,-12.8461,12.7957,-3.1353,1.0
1.0235,6.901,-2.0062,-2.7125,0.0
4.3483,11.1079,-4.0857,-4.2539,0.0
0.32444,10.067,-1.1982,-4.1284,0.0
-1.7263,-6.0237,5.2419,0.29524,1.0
3.8496,9.7939,-4.1508,-4.4582,0.0
1.7875,4.78,-5.1362,-3.2362,1.0
-1.5222,10.8409,2.7827,-4.0974,0.0
5.8519,5.3905,-2.4037,-0.061652,0.0
4.2458,1.1981,0.66633,0.94696,0.0
1.208,4.0744,-4.7635,-2.6129,1.0
1.3754,8.8793,-1.9136,-0.53751,0.0
3.0242,-3.3378,2.5865,-0.54785,0.0
-2.899,-0.60424,2.6045,1.3776,1.0
-0.69078,-0.50077,-0.35417,0.47498,1.0
0.60731,3.9544,-4.772,-4.4853,1.0
-1.7479,-5.823,5.8699,1.212,1.0
1.3566,4.2358,2.1341,0.3211,0.0
-0.63298,-5.1277,4.5624,1.4797,1.0
-1.5572,-9.8808,8.1088,-1.0806,1.0
2.2034,5.9947,0.53009,0.84998,0.0
-2.5919,-1.0553,3.8949,0.77757,1.0
3.4667,-4.0724,4.2882,1.5418,0.0
-2.659,-1.6058,1.3647,0.16464,1.0
4.6765,-3.3895,3.4896,1.4771,0.0
5.8782,5.9409,-2.8544,-0.60863,0.0
3.5257,1.2829,1.9276,1.7991,0.0
-1.7582,2.7397,-2.5323,-2.234,1.0
5.7456,10.1808,-4.7857,-4.3366,0.0
-3.793,-12.7095,12.7957,-2.825,1.0
-4.6338,-12.7509,16.7166,-3.2168,1.0
-1.2846,3.2715,-1.7671,-3.2608,1.0
0.74521,3.6357,-4.4044,-4.1414,1.0
1.0987,0.6394,5.989,-0.58277,0.0
2.3925,9.798,-3.0361,-2.8224,0.0
-4.7331,-6.1789,11.388,-1.0741,1.0
-2.7419,11.4038,2.5394,-5.5793,0.0
-0.89569,3.0025,-3.6067,-3.4457,1.0
2.6606,3.1681,1.9619,0.18662,0.0
0.81356,9.1566,-2.1492,-4.1814,0.0
2.2504,3.5757,0.35273,0.2836,0.0
3.9362,10.1622,-3.8235,-4.0172,0.0
2.7206,9.0821,-3.3111,-0.96811,0.0
3.8244,-3.1081,2.4537,0.52024,0.0
-1.5228,-6.4789,5.7568,0.87325,1.0
-0.74324,-0.32902,-0.42785,0.23317,1.0
3.8197,8.9951,-4.383,-4.0327,0.0
-0.87874,-2.2121,-0.051701,0.099985,1.0
4.9923,7.8653,-2.3515,-0.71984,0.0
1.3087,4.9228,2.0013,0.22024,0.0
-1.8483,0.31038,0.77344,1.4189,1.0
1.3264,1.0326,5.6566,-0.41337,0.0
2.031,1.852,-3.0121,0.003003,1.0
4.1757,10.2615,-3.8552,-4.3056,0.0
-0.1269,-1.1505,-0.95138,0.57843,1.0
-1.0833,-0.31247,1.2815,0.41291,1.0
-1.9881,0.99945,-0.28562,-0.70044,1.0
2.4486,-6.3175,7.9632,0.20602,0.0
-1.8554,-9.6035,7.7764,-0.97716,1.0
1.0009,7.7846,-0.28219,-2.6608,0.0
-1.7886,-6.3486,5.6154,0.42584,1.0
1.2309,3.8923,-4.8277,-4.0069,1.0
-1.3,10.2678,-2.953,-5.8638,0.0
1.645,7.8612,-0.87598,-3.5569,0.0
4.0296,2.6756,0.80685,0.71679,0.0
5.6272,10.0857,-4.2931,-3.8142,0.0
0.11686,3.735,-4.4379,-4.3741,1.0
3.4591,11.112,-4.2039,-5.0931,0.0
2.3066,3.5364,0.57551,0.41938,0.0
-1.8076,-8.8131,8.7086,-0.21682,1.0
-4.4018,-12.9371,15.6559,-1.6806,1.0
-3.5637,-8.3827,12.393,-1.2823,1.0
1.0552,1.1857,-2.6411,0.11033,1.0
4.7072,8.2957,-2.5605,-1.4905,0.0
2.4527,2.9653,0.20021,-0.056479,0.0
1.3114,4.5462,2.2935,0.22541,0.0
4.5645,-3.6275,2.8684,0.27714,0.0
5.3915,9.9946,-3.8081,-3.3642,0.0
-1.1005,-7.2508,6.0139,0.36895,1.0
-1.0112,2.9984,-1.1664,-1.6185,1.0
-1.3274,9.498,2.4408,-5.2689,0.0
3.4776,8.811,-3.1886,-0.92285,0.0
-0.025314,-0.17383,-0.11339,1.2198,1.0
2.0165,-0.25246,5.1707,1.0763,0.0
2.108,6.7955,-0.1708,0.4905,0.0
3.3004,7.0811,-1.3258,0.22283,0.0
-4.9462,3.5716,0.82742,-1.4957,1.0
-0.91318,-2.0113,-0.19565,0.066365,1.0
4.0422,-4.391,4.7466,1.137,0.0
2.6648,10.754,-3.3994,-4.1685,0.0
4.4295,-2.3507,1.7048,0.90946,0.0
-0.90784,-7.9026,6.7807,0.34179,1.0
-6.3364,9.2848,0.014275,-6.7844,1.0
-1.3907,-1.3781,2.3055,-0.021566,1.0
-3.6053,-5.974,10.0916,-0.82846,1.0
-2.343,12.9516,3.3285,-5.9426,0.0
1.1644,3.8095,-4.9408,-4.0909,1.0
-2.2482,3.0915,-2.3969,-2.6711,1.0
3.8969,7.4163,-1.8245,0.14007,0.0
2.8209,7.3108,-0.81857,-1.8784,0.0
-2.4473,12.6247,0.73573,-7.6612,0.0
-2.565,-5.7899,6.0122,0.046968,1.0
-2.0891,-0.48422,1.704,1.7435,1.0
5.807,5.0097,-2.2384,0.43878,0.0
3.7635,2.7811,0.66119,0.34179,0.0
-2.0962,-7.1059,6.6188,-0.33708,1.0
-1.4427,3.2922,-1.9702,-3.4392,1.0
0.9297,-3.7971,4.6429,-0.2957,0.0
-1.3612,10.694,1.7022,-2.9026,0.0
-5.637,8.1261,0.13081,-5.0142,1.0
4.3634,0.46351,1.4281,2.0202,0.0
3.5438,1.2395,1.997,2.1547,0.0
1.8967,-2.5163,2.8093,-0.79742,0.0
2.1948,1.3781,1.1582,0.85774,0.0
0.9297,-3.7971,4.6429,-0.2957,0.0
2.6562,10.7044,-3.3085,-4.0767,0.0
-1.8448,1.254,0.27218,-1.0728,1.0
-3.0731,-0.53181,2.3877,0.77627,1.0
-4.1409,3.4619,-0.47841,-3.8879,1.0
2.0843,6.6258,0.48382,-2.2134,0.0
-1.5851,-2.1562,1.7082,0.9017,1.0
-2.9883,0.31245,0.45041,0.068951,1.0
-3.5916,-6.2285,10.2389,-1.1543,1.0
-1.5252,-6.2534,5.3524,0.59912,1.0
0.32924,-4.4552,4.5718,-0.9888,0.0
-3.8203,-13.0551,16.9583,-2.3052,1.0
4.988,7.2052,-3.2846,-1.1608,0.0
0.518,0.25865,-0.84085,0.96118,1.0
-0.77688,0.13036,-0.031137,-0.35389,1.0
3.6702,2.9942,0.85141,0.30688,0.0
-1.7104,-4.778,6.2109,0.3974,1.0
-6.2815,6.6651,0.52581,-7.0107,1.0
1.3403,4.1323,-4.7018,-2.5987,1.0
2.3729,10.4726,-3.0087,-3.2013,0.0
0.12126,0.22347,-0.47327,0.97024,1.0
2.1274,5.1939,-1.7971,-1.1763,0.0
2.7391,7.4018,0.071684,-2.5302,0.0
1.1676,9.1566,-2.0867,-0.80647,0.0
4.3239,-4.8835,3.4356,-0.5776,0.0
0.6212,3.6771,-4.0771,-2.0711,1.0
0.040498,8.5234,1.4461,-3.9306,0.0
-2.8267,-9.0407,9.0694,-0.98233,1.0
0.87256,9.2931,-0.7843,-2.1978,0.0
0.0031201,-4.0061,1.7956,0.91722,1.0
3.3577,-4.3062,6.0241,0.18274,0.0
2.9695,5.6222,0.27561,-1.1556,0.0
3.9433,2.5017,1.5215,0.903,0.0
0.5195,-3.2633,3.0895,-0.9849,0.0
5.2423,11.0272,-4.353,-4.1013,0.0
-2.0759,10.8223,2.6439,-4.837,0.0
2.4391,6.4417,-0.80743,-0.69139,0.0
-2.8957,-12.0205,11.9149,-2.7552,1.0
-3.8073,-8.0971,10.1772,0.65084,1.0
-2.564,-1.7051,1.5026,0.32757,1.0
-0.062025,6.1975,1.099,-1.131,0.0
-5.4808,8.1819,0.27818,-5.0323,1.0
-0.10648,-0.76771,7.7575,0.64179,0.0
3.931,1.8541,-0.023425,1.2314,0.0
-0.11716,0.60422,-0.38587,-0.059065,1.0
4.2134,-2.806,2.0116,0.67412,0.0
-3.4083,4.8587,-0.76888,-4.8668,1.0
2.8237,2.8597,0.19678,0.57196,0.0
1.9358,8.1654,-0.023425,-2.2586,0.0
-1.1859,-1.2519,2.2635,0.77239,1.0
-3.1366,0.42212,2.6225,-0.064238,1.0
4.0948,-2.9674,2.3689,0.75429,0.0
4.0715,7.6398,-2.0824,-1.1698,0.0
1.8238,-6.7748,8.3873,-0.54139,0.0
-2.6406,-4.4159,5.983,-0.13924,1.0
0.80355,2.8473,4.3439,0.6017,0.0
3.7818,-2.8846,2.2558,-0.15734,0.0
-3.6227,3.9958,-0.35845,-3.9047,1.0
0.63655,5.2022,-5.2159,-6.1211,1.0
2.2279,4.0951,-4.8037,-2.1112,1.0
0.9297,-3.7971,4.6429,-0.2957,0.0
-1.4781,0.14277,-1.1622,-0.48579,1.0
1.5514,3.8013,-4.9143,-3.7483,1.0
-1.4275,11.8797,0.41613,-6.9978,0.0
1.6426,3.0149,0.22849,-0.147,0.0
2.9719,6.8369,-0.2702,0.71291,0.0
3.3756,-4.0951,4.367,1.0698,0.0
-2.2617,-4.7428,6.3489,0.11162,1.0
-2.3142,-0.68494,1.9833,-0.44829,1.0
-1.6641,-1.3678,1.997,0.52283,1.0
1.762,4.3682,2.1384,0.75429,0.0
-1.4454,-8.4385,8.8483,0.96894,1.0
0.3798,0.7098,0.7572,-0.4444,0.0
3.9479,-3.7723,2.883,0.019813,0.0
2.6719,3.0646,0.37158,0.58619,0.0
-1.366,0.18416,0.90539,1.5806,1.0
1.4507,8.7903,-2.2324,-0.65259,0.0
1.04,-6.9321,8.2888,-1.2991,0.0
-2.5419,-0.65804,2.6842,1.1952,1.0
-0.8172,3.3812,-3.6684,-3.456,1.0
0.56232,1.0015,-2.2726,-0.0060486,1.0
-6.3979,6.4479,1.0836,-6.6176,1.0
0.11032,1.9741,-3.3668,-0.65259,1.0
0.3223,-0.89808,8.0883,0.69222,0.0
0.81583,4.84,-5.2613,-6.0823,1.0
1.3562,3.2136,4.3465,0.78662,0.0
1.1432,-3.7413,5.5777,-0.63578,0.0
0.5415,6.0319,1.6825,-0.46122,0.0
-2.8619,4.5193,-0.58123,-4.2629,1.0
5.4944,1.5478,0.041694,1.9284,0.0
3.6289,0.81322,1.6277,0.77627,0.0
0.88298,0.66009,6.0096,-0.43277,0.0
-0.014902,-1.0243,-0.94024,0.64955,1.0
0.1848,6.5079,2.0133,-0.87242,0.0
-4.7462,3.1205,1.075,-1.2966,1.0
-2.9786,2.3445,0.52667,-0.40173,1.0
-0.53966,7.3273,0.46583,-1.4543,0.0
-3.0,-9.1566,9.5766,-0.73018,1.0
3.8846,-3.0336,2.5334,0.20214,0.0
-3.0201,-0.67253,2.7056,0.85774,1.0
-2.0754,1.2767,-0.64206,-1.2642,1.0
-1.1306,1.8458,-1.3575,-1.3806,1.0
-2.0631,-1.5147,1.219,0.44524,1.0
5.0452,3.8964,-1.4304,0.86291,0.0
-1.0744,-6.3113,5.355,0.80472,1.0
-4.0173,-8.3123,12.4547,-1.4375,1.0
-2.1979,-2.1252,1.7151,0.45171,1.0
-5.1216,-5.3118,10.3846,-1.0612,1.0
-4.2249,6.2699,0.15822,-5.5457,1.0
5.0691,0.21313,0.20278,1.2095,0.0
-2.5084,-0.22763,1.488,1.2069,1.0
-0.2951,9.0489,-0.52725,-2.0789,0.0
-1.6386,3.3584,-1.7302,-3.5646,1.0
-1.9725,2.8825,-2.3086,-2.3724,1.0
3.3397,-4.6145,3.9823,-0.23751,0.0
1.5456,8.5482,0.4187,-2.1784,0.0
1.4896,3.4288,-4.0309,-1.4259,1.0
2.549,6.1499,-1.1605,-1.2371,0.0
-1.7599,11.9211,2.6756,-3.3241,0.0
3.0864,-2.5845,2.2309,0.30947,0.0
2.5605,9.2683,-3.5913,-1.356,0.0
-0.9607,2.6963,-3.1226,-1.3121,1.0
-2.0285,3.8468,-0.63435,-1.175,1.0
3.2032,5.7588,-0.75345,-0.61251,0.0
0.14329,-1.0885,1.0039,0.48791,1.0
-4.8426,-4.9932,10.4052,-0.53104,1.0
0.77124,9.0862,-1.2281,-1.4996,0.0
5.2868,3.257,-1.3721,1.1668,0.0
0.0040545,0.62905,-0.64121,0.75817,1.0
-1.8343,-6.5907,5.6429,0.54998,1.0
-2.3518,-4.8359,6.6479,-0.060358,1.0
-5.525,6.3258,0.89768,-6.6241,1.0
3.7758,7.1783,-1.5195,0.40128,0.0
-1.8584,7.886,-1.6643,-1.8384,0.0
-2.7908,-5.7133,5.953,0.45946,1.0
1.8114,7.6067,-0.9788,-2.4668,0.0
4.5447,8.2274,-2.4166,-1.5875,0.0
3.8384,6.1851,-2.0439,-0.033204,0.0
4.1665,-0.4449,0.23448,0.27843,0.0
0.066129,2.4914,-2.9401,-0.62156,1.0
0.52374,3.644,-4.0746,-1.9909,1.0
3.9719,1.0367,0.75973,1.0013,0.0
-6.1536,7.9295,0.61663,-3.2646,1.0
1.1315,7.9212,1.093,-2.8444,0.0
-1.1667,-1.4237,2.9241,0.66119,1.0
3.8584,0.78425,1.1033,1.7008,0.0
1.9647,6.9383,0.57722,0.66377,0.0
-1.0292,-6.3879,5.5255,0.79955,1.0
-6.4247,9.5311,0.022844,-6.8517,1.0
2.1881,2.7356,1.3278,-0.1832,0.0
-1.9458,11.2217,1.9079,-3.4405,0.0
3.2585,-4.4614,3.8024,-0.15087,0.0
-1.6988,-7.1163,5.7902,0.16723,1.0
5.086,3.2798,-1.2701,1.1189,0.0
3.9232,-3.2467,3.4579,0.83705,0.0
2.2546,8.0992,-0.24877,-3.2698,0.0
-6.0598,9.2952,-0.43642,-6.3694,1.0
1.9157,6.0816,0.23705,-2.0116,0.0
-3.3604,-0.32696,2.1324,0.6017,1.0
1.9265,7.7557,-0.16823,-3.0771,0.0
1.934,-9.2828e-06,4.816,-0.33967,0.0
-2.4561,-4.5566,6.4534,-0.056479,1.0
1.3049,-0.15521,6.4911,-0.75346,0.0
-1.4572,9.1214,1.7425,-5.1241,0.0
-0.78689,9.5663,-3.7867,-7.5034,0.0
-0.94255,0.039307,-0.24192,0.31593,1.0
1.6472,0.48213,4.7449,1.225,0.0
-3.9297,-6.0816,10.0958,-1.0147,1.0
-1.4094,-2.1252,-0.10397,-0.19225,1.0
-2.7611,-10.5099,9.0239,-1.9547,1.0
0.54777,10.3754,-1.5435,-4.1633,0.0
-2.5754,-5.6574,6.103,0.65214,1.0
-1.3,10.2678,-2.953,-5.8638,0.0
0.94225,5.8561,1.8762,-0.32544,0.0
4.5459,8.1674,-2.4586,-1.4621,0.0
3.2351,9.647,-3.2074,-2.5948,0.0
3.2403,-3.7082,5.2804,0.41291,0.0
-3.3458,-0.50491,2.6328,0.53705,1.0
-1.6936,2.7852,-2.1835,-1.9276,1.0
-1.9551,-6.9756,5.5383,-0.12889,1.0
-2.0662,0.16967,-1.0054,-0.82975,1.0
0.86816,10.2429,-1.4912,-4.0082,0.0
-0.41645,0.32487,-0.33617,-0.36036,1.0
3.7798,-3.3109,2.6491,0.066365,0.0
-3.8894,-7.8322,9.8208,0.47498,1.0
2.6718,5.6574,0.72974,-1.4892,0.0
0.77765,5.9781,1.1941,-0.3526,0.0
3.2692,3.4184,0.20706,-0.066824,0.0
1.3518,1.0595,-2.3437,0.39998,1.0
2.0153,0.43661,4.5864,-0.3151,0.0
3.6941,-3.9482,4.2625,1.1577,0.0
-5.3857,9.1214,-0.41929,-5.9181,1.0
-2.5463,3.1101,-0.83228,-3.0358,1.0
0.50813,0.47799,-1.9804,0.57714,1.0
2.9233,6.0464,-0.11168,-0.58665,0.0
-2.2677,3.2964,-2.2563,-2.4642,1.0
1.5673,7.9274,-0.056842,-2.1694,0.0
2.2429,-4.1427,5.2333,-0.40173,0.0
3.8962,-4.7904,3.3954,-0.53751,0.0
-0.40857,3.0977,-2.9607,-2.6892,1.0
-3.5741,3.944,-0.07912,-2.1203,1.0
0.33111,4.5731,2.057,-0.18967,0.0
-3.2305,-7.2135,11.6433,-0.94613,1.0
3.9772,0.33521,2.2566,2.1625,0.0
-2.4725,-0.40145,1.4855,1.1189,1.0
0.85574,0.0082678,6.6042,-0.53104,0.0
-3.9411,-12.8792,13.0597,-3.3125,1.0
4.7432,2.1086,0.1368,1.6543,0.0
-0.64472,-4.6062,8.347,-2.7099,0.0
-4.8392,6.6755,-0.24278,-6.5775,1.0
4.1195,10.9258,-3.8929,-4.1802,0.0
0.66191,9.6594,-0.28819,-1.6638,0.0
0.20216,1.9182,-3.2828,-0.61768,1.0
-0.55008,2.8659,-1.6488,-2.4319,1.0
-0.70867,-5.5602,4.0483,0.903,1.0
5.3063,5.2684,-2.8904,-0.52716,0.0
0.86736,5.5643,1.6765,-0.16769,0.0
-1.6244,-6.3444,4.6575,0.16981,1.0
-1.9423,0.3766,-1.2898,-0.82458,1.0
-0.39816,5.9781,1.3912,-1.1621,0.0
-3.5681,-8.213,10.083,0.96765,1.0
-0.62043,0.5587,-0.38587,-0.66423,1.0
-2.2811,-0.85669,2.7185,0.044382,1.0
-2.7264,3.9213,-0.49212,-3.6371,1.0
5.1321,-0.031048,0.32616,1.1151,0.0
-1.1391,1.8127,6.9144,0.70127,0.0
-2.2501,3.3129,-0.88369,-2.8974,1.0
3.6181,-3.7454,2.8273,-0.71208,0.0
4.3365,-3.584,3.6884,0.74912,0.0
3.82,10.9279,-4.0112,-5.0284,0.0
-0.28015,3.0729,-3.3857,-2.9155,1.0
0.14783,7.946,1.0742,-3.3409,0.0
2.0051,-6.8638,8.132,-0.2401,0.0
-2.5373,-6.959,8.8054,1.5289,1.0
-2.1059,1.1815,-0.53324,-0.82716,1.0
-3.9172,2.6652,0.78886,-0.7819,1.0
-1.8187,-9.0366,9.0162,-0.12243,1.0
-2.0897,10.8265,2.3603,-3.4198,0.0
-1.0401,9.3987,0.85998,-5.3336,0.0
-3.7747,2.5162,0.83341,-0.30993,1.0
4.1711,8.722,-3.0224,-0.59699,0.0
-0.93587,-5.1008,4.5367,1.3866,1.0
-1.3389,1.552,7.0806,1.031,0.0
2.8523,9.0096,-3.761,-3.3371,0.0
0.44125,2.9487,4.3225,0.7155,0.0
-1.2576,1.5892,7.0078,0.42455,0.0
2.1265,6.8783,0.44784,-2.2224,0.0
0.95626,2.4728,4.4578,0.21636,0.0
1.7331,3.9544,-4.7412,-2.5017,1.0
-0.62684,-6.301,4.7843,1.106,1.0
3.7791,2.5762,1.3098,0.5655,0.0
-2.4835,-7.4494,6.8964,-0.64484,1.0
3.1896,5.7526,-0.18537,-0.30087,0.0
5.4021,3.1039,-1.1536,1.5651,0.0
3.404,8.7261,-2.9915,-0.57242,0.0
-2.2183,-1.254,2.9986,0.36378,1.0
-3.6961,-13.6779,17.5795,-2.6181,1.0
-1.8411,10.8306,2.769,-3.0901,0.0
4.2772,2.4955,0.48554,0.36119,0.0
1.8314,6.3672,-0.036278,0.049554,0.0
0.39012,-0.14279,-0.031994,0.35084,1.0
1.3234,3.2964,0.2362,-0.11984,0.0
-4.4779,7.3708,-0.31218,-6.7754,1.0
-0.55355,-7.9233,6.7156,0.74394,1.0
-3.2854,4.0372,-0.45356,-1.8228,1.0
1.0191,2.33,4.9334,0.82929,0.0
1.7748,-0.76978,5.5854,1.3039,0.0
2.1464,6.0795,-0.5778,-2.2302,0.0
-2.0042,-9.3676,9.3333,-0.10303,1.0
-3.0986,-10.4602,8.9717,-2.3427,1.0
2.6682,10.216,-3.4414,-4.0069,0.0
-3.7503,-13.4586,17.5932,-2.7771,1.0
-3.1128,-6.841,10.7402,-1.0172,1.0
4.9342,2.4107,-0.17594,1.6245,0.0
-2.1234,1.1815,-0.55552,-0.81165,1.0
4.0026,-3.5943,3.5573,0.26809,0.0
3.5499,8.6165,-3.2794,-1.2009,0.0
-0.95923,0.091039,6.2204,-1.4828,0.0
2.2123,-5.8395,7.7687,-0.85302,0.0
3.7522,-3.6978,3.9943,1.3051,0.0
-0.40951,-0.15521,0.060545,-0.088807,1.0
1.5701,7.9129,0.29018,-2.1953,0.0
-1.2792,2.1376,-0.47584,-1.3974,1.0
-1.1022,-5.8395,4.5641,0.68705,1.0
-3.0193,1.7775,0.73745,-0.45346,1.0
4.8077,2.2327,-0.26334,1.5534,0.0
-1.6162,0.80908,8.1628,0.60817,0.0
-0.36506,2.8928,-3.6461,-3.0603,1.0
5.0617,-0.35799,0.44698,0.99868,0.0
1.3183,1.9017,-3.3111,0.065071,1.0
4.0632,3.584,0.72545,0.39481,0.0
-0.28696,3.1784,-3.5767,-3.1896,1.0
2.0193,0.82356,4.6369,1.4202,0.0
-5.9034,6.5679,0.67661,-6.6797,1.0
-1.3931,1.5664,7.5382,0.78403,0.0
-1.5768,10.843,2.5462,-2.9362,0.0
0.3292,-4.4552,4.5718,-0.9888,0.0
1.1558,6.4003,1.5506,0.6961,0.0
4.6361,-2.6611,2.8358,1.1991,0.0
-2.1674,0.12415,-1.0465,-0.86208,1.0
1.1166,8.6496,-0.96252,-1.8112,0.0
-2.258,-9.3263,9.3727,-0.85949,1.0
5.7867,7.8902,-2.6196,-0.48708,0.0
1.162,10.2926,-1.2821,-4.0392,0.0
-0.36025,-4.449,2.1067,0.94308,1.0
-0.39416,-0.020702,-0.066267,-0.44699,1.0
-2.4554,-9.0407,8.862,-0.86983,1.0
-2.4604,12.7302,0.91738,-7.6418,0.0
-2.0545,-10.8679,9.4926,-1.4116,1.0
0.76163,5.8209,1.1959,-0.64613,0.0
-0.51003,-0.23591,0.020273,0.76334,1.0
2.7365,-5.0325,6.6608,-0.57889,0.0
-3.0799,0.60836,2.7039,-0.23751,1.0
3.9166,10.2491,-4.0926,-4.4659,0.0
3.577,2.4004,1.8908,0.73231,0.0
-1.3946,2.3134,-0.44499,-1.4905,1.0
2.5817,9.7546,-3.1749,-2.9957,0.0
0.24261,0.57318,-1.9402,0.44007,1.0
-0.023579,7.1742,0.78457,-0.75734,0.0
0.5734,9.1938,-0.9094,-1.872,0.0
0.3292,-4.4552,4.5718,-0.9888,0.0
0.2346,-4.5152,2.1195,1.4448,1.0
0.77445,9.0552,-2.4089,-1.3884,0.0
-0.7351,1.7361,-1.4938,-1.1582,1.0
4.052,-0.16555,0.45383,0.51248,0.0
-2.2083,-9.1069,8.9991,-0.28406,1.0
-0.71494,-4.4448,2.2241,0.49826,1.0
2.3718,7.4908,0.015989,-1.7414,0.0
-3.6085,3.3253,-0.51954,-3.5737,1.0
0.66018,10.3878,-1.4029,-3.9151,0.0
-0.89409,3.1991,-1.8219,-2.9452,1.0
0.90407,3.3708,-4.4987,-3.6965,1.0
3.2697,-4.3414,3.6884,-0.29829,0.0
-0.75793,2.5349,-3.0464,-1.2629,1.0
0.26637,0.73252,-0.67891,0.03533,1.0
0.87603,6.8141,0.84198,-0.17156,0.0
1.0607,2.4542,2.5188,-0.17027,0.0
-1.0941,2.3072,-2.5237,-1.4453,1.0
1.1472,3.5985,1.9387,-0.43406,0.0
4.0713,10.4023,-4.1722,-4.7582,0.0
-1.4904,-2.2183,1.6054,0.89394,1.0
1.164,3.913,-4.5544,-3.8672,1.0
-2.2918,-7.257,7.9597,0.9211,1.0
-7.0364,9.2931,0.16594,-4.5396,1.0
-3.4605,2.6901,0.16165,-1.0224,1.0
-3.3582,-7.2404,11.4419,-0.57113,1.0
